shot,audit_cohort,primary_mode_cohort,source_data_root,audit_created_utc,n_raw_n1_modes,n_primary_modes,n_informative_modes,n_interior_crossings,fraction_abs_gt_2,median_abs_grid,n1_status,current_registry_scope,group_error,source_summary,notes,production_sorting_status
nstxuE204678M01t017,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,17,11,3,3,0.0,0.9225521536914472,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE204678M01t020,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,14,10,3,3,0.0,1.0438518681179731,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE204678M01t025,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,29,15,12,12,0.0,0.2307944985754179,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE204678M01t030,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,113,6,6,6,0.0,1.335628715566678,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE204707A04t015,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,15,8,5,7,0.2857142857142857,0.2677372118265575,LOCAL_EXTRA_CROSSING_REVIEW,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,Large nearest distances occur at extra crossings around a shallow upper-continuum dip; sampled mode structure is present near the dip. Main crossings usually align. Missing log counterparts do not establish a systematic N1 shift. Some modes also have modest main-branch offsets.,unchecked
nstxuE204707A04t020,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,29,7,6,6,0.0,0.30730723520369096,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE204707A04t025,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,72,31,30,30,0.13333333333333333,1.0982281916542576,MODEST_SUBSET_OFFSET,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,A minority of interior comparisons have roughly 2-3.5 interval main-branch offsets; representative signed profiles supplied. Does not establish a large shot-wide shift.,unchecked
nstxuE204707A04t030,pilot,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:01:23.358161+00:00,81,30,23,23,0.043478260869565216,0.89128547257733,ISOLATED_OFFSET,,,audits/n1_pilot_alignment_20260910/pilot_n1_summary.csv,ISOLATED_OFFSET: N1/4123 is 2.045 grid intervals from nearest log radius; 22/23 interior crossings within two.,checked_post_training
nstxuE204707X02t017,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,44,16,12,16,0.125,0.8193882615759929,LOCAL_EXTRA_CROSSING_REVIEW,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,Large nearest distances occur at extra crossings around a shallow upper-continuum dip; sampled mode structure is present near the dip. Main crossings usually align. Missing log counterparts do not establish a systematic N1 shift. Some modes also have modest main-branch offsets.,unchecked
nstxuE204707X02t020,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,37,13,12,12,0.0,0.2813353692567022,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE204707X02t027,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,66,24,23,23,0.043478260869565216,0.6788972145413297,ISOLATED_OFFSET,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,N1/3240 has one 6.21-interval offset with sharp structure near the log radius; the other 22 informative interior comparisons are within two. Review this mode; no majority pattern.,unchecked
nstxuE204707X02t035,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,78,31,31,31,0.0,0.3040832942646121,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE204708A06t017,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,7,1,1,1,0.0,0.21437509992866532,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE204708A06t020,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,8,2,2,2,0.0,0.3556423985901336,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE204708A06t025,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,14,7,7,7,0.0,0.13583601063998918,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE204708A06t035,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,22,3,1,1,0.0,0.5995463437673765,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE204708F03t017,pilot,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:01:23.358161+00:00,13,4,0,0,,,NO_USABLE_INTERIOR_CROSSING_COMPARISONS,,,audits/n1_pilot_alignment_20260910/pilot_n1_summary.csv,NO_USABLE_INTERIOR_CROSSING_COMPARISONS,checked_post_training
nstxuE204708F03t020,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,4,3,2,2,0.0,0.28180786135130753,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE204708F03t025,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,14,6,6,6,0.0,0.16287304479265519,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE204708F03t035,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,24,3,1,1,0.0,0.825167677773897,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE204944A01t017,pilot,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:01:23.358161+00:00,24,5,2,3,0.3333333333333333,1.0902722707907042,LOCAL_EXTRA_CROSSING_REVIEW,,,audits/n1_pilot_alignment_20260910/pilot_n1_summary.csv,"Prior pilot follow-up: 1659 main crossing aligns; extra dip crossing absent from log, not a measured 12.22-interval resonance shift.",checked_post_training
nstxuE204944A01t020,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,36,10,7,7,0.0,0.621464486865464,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE204944A01t027,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,16,7,4,4,0.0,0.9417036385875321,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE204944A01t035,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,10,3,0,0,,,NO_CORE_COMPARISON_EDGE_REVIEW,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,No usable interior comparisons. N1/1958 has an upper crossing at r=0.9896 absent from the log; its 193.9-interval nearest distance is not an identified shift. Neighbor 2282 has a matching outer crossing.,unchecked
nstxuE204954A01t017,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,32,14,1,2,0.0,0.8071143619007348,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE204954A01t022,pilot,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:01:23.358161+00:00,33,14,14,14,0.0,0.3353348324329819,NO_SYSTEMATIC_OFFSET_FOUND,,,audits/n1_pilot_alignment_20260910/pilot_n1_summary.csv,NO_SYSTEMATIC_OFFSET_FOUND,checked_post_training
nstxuE204955F02t017,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,22,14,7,12,0.0,0.23653702836379242,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE204955F02t020,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,10,0,0,0,,,NO_USABLE_CORE_COMPARISON,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,No usable TAE-side comparison in 0.03<=r<0.75; not an alignment pass.,unchecked
nstxuE204955F02t023,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,6,5,2,2,0.0,0.6439198552839143,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE204955F02t025,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,6,4,4,4,0.0,0.14194794858980453,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE204957F05t017,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,21,9,1,1,0.0,0.9778650944483269,CROSSINGS_WITH_EMPTY_LOG,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,N1/1306 has an extra upper-continuum dip crossing pair although its complete matched log declares no singularities. Other usable interior comparisons align; no evidence of a majority shift.,unchecked
nstxuE204957F05t020,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,1,0,0,0,,,NO_USABLE_CORE_COMPARISON,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,No usable TAE-side comparison in 0.03<=r<0.75; not an alignment pass.,unchecked
nstxuE204957F05t027,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,13,2,0,0,,,NO_USABLE_CORE_COMPARISON,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,No usable TAE-side comparison in 0.03<=r<0.75; not an alignment pass.,unchecked
nstxuE204957F05t034,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,38,22,19,34,0.0,0.39404491926720575,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205016A01t017,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,21,4,3,7,0.0,0.5912547469435703,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205016A01t020,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,8,3,1,1,1.0,2.5670952073545417,ISOLATED_MODEST_OFFSET,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"Only one informative N1 mode, 1329: 2.57 intervals, with nearby sharp structure. Insufficient evidence for a shot-wide mismatch.",unchecked
nstxuE205016A01t025,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,7,2,2,2,0.0,0.475737571595658,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205016A01t032,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,138,13,7,7,0.0,0.9807075107404417,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205017A01t017,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,12,7,4,7,0.0,0.3879091394048295,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205017A01t020,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,19,6,1,1,0.0,1.2183783736138543,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205017A01t025,pilot,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:01:23.358161+00:00,75,20,16,16,0.0,1.0858648073484716,NO_SYSTEMATIC_OFFSET_FOUND,,,audits/n1_pilot_alignment_20260910/pilot_n1_summary.csv,NO_SYSTEMATIC_OFFSET_FOUND,checked_post_training
nstxuE205017A01t030,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,182,54,51,51,0.0,1.0978916020640106,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205034A01t017,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,15,10,4,14,0.0,0.4053246832037338,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205034A01t020,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,30,4,3,4,0.0,0.3886455567052971,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205034A01t021,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,79,8,3,3,0.0,0.20938228164085748,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205034A01t023,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,60,4,3,3,0.0,0.13848236892393118,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205035A01t017,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,7,1,1,1,0.0,0.08714104522252741,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205035A01t020,pilot,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:01:23.358161+00:00,13,3,0,0,,,NO_USABLE_INTERIOR_CROSSING_COMPARISONS,,,audits/n1_pilot_alignment_20260910/pilot_n1_summary.csv,NO_USABLE_INTERIOR_CROSSING_COMPARISONS,checked_post_training
nstxuE205035A01t025,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,9,2,1,1,0.0,0.8384564272190698,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205035A01t030,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,74,5,2,2,0.0,0.5241567453159957,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205040A01t016,pilot,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:01:23.358161+00:00,14,3,3,5,0.0,0.8568870398246747,NO_SYSTEMATIC_OFFSET_FOUND,,,audits/n1_pilot_alignment_20260910/pilot_n1_summary.csv,NO_SYSTEMATIC_OFFSET_FOUND,checked_post_training
nstxuE205040A01t018,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,14,5,5,7,0.0,0.5020490349425533,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205040A01t020,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,15,2,2,2,0.0,0.5414499693103203,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205040A01t022,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,27,10,6,8,0.0,0.9175153208221848,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205042A01t017,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,12,3,3,3,0.0,0.36971026208028057,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205042A01t020,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,11,7,3,5,0.0,0.6592002480982462,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205042A01t022,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,26,10,5,5,0.0,0.7669899089417898,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205042A01t025,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,12,4,0,0,,,NO_USABLE_CORE_COMPARISON,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,No usable TAE-side comparison in 0.03<=r<0.75; not an alignment pass.,unchecked
nstxuE205045A01t017,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,35,15,4,4,0.0,0.8140675339601944,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205045A01t022,pilot,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:01:23.358161+00:00,43,19,19,22,0.0,0.6351556737634684,NO_SYSTEMATIC_OFFSET_FOUND,,,audits/n1_pilot_alignment_20260910/pilot_n1_summary.csv,NO_SYSTEMATIC_OFFSET_FOUND,checked_post_training
nstxuE205045A01t027,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,41,16,6,6,0.0,0.8798887959587554,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205045A01t035,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,41,16,6,6,0.0,0.8798887959587554,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205052A01t017,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,37,19,18,18,0.0,0.3443498538594436,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205052A01t022,training,training_list_before_confirmed_exclusions,/p/hym/ebelova/NOVA/data_mixed,2026-09-10T20:33:56.892186+00:00,94,34,31,31,0.03225806451612903,1.21971452401059,NO_SYSTEMATIC_OFFSET_FOUND,,,audits/n1_training_alignment_20260910/training_n1_summary.csv,NO_SYSTEMATIC_OFFSET_FOUND: 30/31 informative training crossings within two grid intervals; three modes have no crossings.,training
nstxuE205052A01t027,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,51,4,4,4,0.0,0.19392493742477757,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205052A01t035,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,14,12,10,10,0.0,0.3166387644332358,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205054A01t017,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,67,28,24,26,0.07692307692307693,1.2024682408749598,LOCAL_EXTRA_CROSSING_REVIEW,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,Large nearest distances occur at extra crossings around a shallow upper-continuum dip; sampled mode structure is present near the dip. Main crossings usually align. Missing log counterparts do not establish a systematic N1 shift. Some modes also have modest main-branch offsets.,unchecked
nstxuE205054A01t020,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,77,37,30,30,0.0,0.8035136535169518,WITHIN_REVIEW_TOLERANCE,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,"All usable TAE-side interior comparisons within two intervals. This screen does not certify other branches, absent comparisons, or eigenmode quality.",unchecked
nstxuE205054A01t027,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,6,4,0,0,,,NO_USABLE_CORE_COMPARISON,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,No usable TAE-side comparison in 0.03<=r<0.75; not an alignment pass.,unchecked
nstxuE205054A01t037,pilot,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:01:23.358161+00:00,216,36,35,35,0.0,0.5522538781733921,NO_SYSTEMATIC_OFFSET_FOUND,,,audits/n1_pilot_alignment_20260910/pilot_n1_summary.csv,NO_SYSTEMATIC_OFFSET_FOUND,checked_post_training
nstxuE205055A01t017,remaining_database,tae_side,/p/nstxdigtwin/energetic_particles/nova/DiTw,2026-09-10T21:26:37.129237+00:00,28,9,4,10,0.2,0.6707589366306277,LOCAL_EXTRA_CROSSING_REVIEW,,,audits/n1_database_alignment_20260910/database_n1_summary.csv,Large nearest distances occur at extra crossings around a shallow upper-continuum dip; sampled mode structure is present near the dip. Main crossings usually align. Missing log counterparts do not establish a systematic N1 shift. Some modes also have modest main-branch offsets.,unchecked
