path,before,after,action,manual_reason,input_fingerprint
nstxuE204186A01t020/N2/egn02w.7426E+01,GOOD,GOOD,KEEP_RULE_DECISION,,df03626e492332b00b163d33700d79100e2f08896da42e8d3b86455c66ea06e5
nstxuE204186A01t020/N2/egn02w.7489E+01,GOOD,GOOD,KEEP_RULE_DECISION,,d7fdc6ad864b4e1aacca7a2c6a6b3d177b5f85f22dbb1c391664324906c7c8ca
nstxuE204186A01t020/N3/egn03w.7833E+01,BAD,BAD,KEEP_RULE_DECISION,,a664e13522b63513e66912d15f950844223e1539d22708ecf52953867cf6db52
nstxuE204186A01t020/N4/egn04w.1164E+02,GOOD,GOOD,KEEP_RULE_DECISION,,8e7c36f4dc5a706521b778f727624f5c3d6664c6bb1d19e2886ecd90dcc071cb
nstxuE204186A01t020/N4/egn04w.1317E+02,BAD,BAD,KEEP_RULE_DECISION,,f1a698d4adeef18185f77cd8e037d5026bb5fdf56879e4814fca83fdfce27848
nstxuE204186A01t020/N4/egn04w.1588E+02,GOOD,GOOD,KEEP_RULE_DECISION,,4c1bd9c0b62c563ed394bdc533eec9701265f1d913a73d64abeef0f3f8d48d08
nstxuE204186A01t020/N5/egn05w.7725E+01,GOOD,GOOD,KEEP_RULE_DECISION,,fc24067fe9f529fe9c8f9a3009cf0bf52ed5f8c52e12e24dbca4edc13fef1f27
nstxuE204186A01t020/N5/egn05w.1279E+02,GOOD,GOOD,KEEP_RULE_DECISION,,d29af99cb6aa1fd193e8d1a73239142f6aa3dd3ef828be6eeb66e72b9e4258cb
nstxuE204186A01t020/N5/egn05w.1538E+02,GOOD,GOOD,KEEP_RULE_DECISION,,a96f0707915143cfd4bc18edc2e06f3d02c773d429d4470d5bffcc1cb4418fca
nstxuE204186A01t020/N5/egn05w.2034E+02,BAD,BAD,KEEP_RULE_DECISION,,a315c986c031a27d669ca706ba827914300e397498f65cd0623eda5f4209a799
nstxuE204186A01t020/N7/egn07w.1188E+02,GOOD,GOOD,KEEP_RULE_DECISION,,bff9bde83596f4bcd37592debe3a12db70207b5dcc3f9cd056babdddbedcc992
nstxuE204186A01t020/N8/egn08w.1291E+02,GOOD,GOOD,KEEP_RULE_DECISION,,324a44cfb932e3e41bae795f6a1ec16b7ff4b39b7342e1a944de722ee8a127f5
nstxuE204186A01t020/N8/egn08w.2514E+02,GOOD,GOOD,KEEP_RULE_DECISION,,9c7338267ac491364a8540bacd15ebb8950a3f45837e1bd358c71b6c254ffc6d
nstxuE204621A03t030/N2/egn02w.6973E+01,BAD,BAD,KEEP_RULE_DECISION,,cd42d7e33ea62a39bdd8275de8a146bcba4304a27aa6932def449d9c7a05bcf5
nstxuE204621A03t030/N2/egn02w.7034E+01,BAD,BAD,KEEP_RULE_DECISION,,1f364e5608a11614fa0004290df0834c98cb407b81a71401da4446b46cc34c32
nstxuE204621A03t030/N2/egn02w.7108E+01,GOOD,GOOD,KEEP_RULE_DECISION,,0bb013b37d62efa1ac61943b44e04efa39f0fe962270ed73cea32bb0796579d3
nstxuE204621A03t030/N4/egn04w.7070E+01,GOOD,GOOD,KEEP_RULE_DECISION,,5c408b70c1374c32049dac6a472549e3ffe90ab7671feed3dc0567084d0fe30d
nstxuE204621A03t030/N5/egn05w.7084E+01,GOOD,GOOD,KEEP_RULE_DECISION,,9878cc7cd96e0ea2baf71af04a09a6c3c1395cd681759226bb739768178d01bd
nstxuE204621A03t030/N6/egn06w.7163E+01,GOOD,GOOD,KEEP_RULE_DECISION,,755314264dbdb57d0951d63476235f273a8d1cf5b6322bd5806ebb3bc53ffbd9
nstxuE204621A03t030/N6/egn06w.1273E+02,GOOD,BAD,OVERRIDE,bad_continuum_crossing_tail,c0f165b744adff896578ce9e629e6e2d73c16555823cdf7d904ff21e57e6eb03
nstxuE204621A03t030/N7/egn07w.7235E+01,GOOD,GOOD,KEEP_RULE_DECISION,,50e296af7d6b30fb7cc358fdd2f92e92869fa1866e9ffd77a47192834a1176e4
nstxuE204621A03t030/N7/egn07w.1409E+02,GOOD,GOOD,KEEP_RULE_DECISION,,d9146a0380e5049f26c1992d6971fdb8975e1d9d24a3e96832ea5d0f5c39935d
nstxuE204621A03t030/N8/egn08w.6362E+01,BAD,BAD,KEEP_RULE_DECISION,,050eb6e0182691818bb81ab6eed084780b9bfaf6f00398cde824a9d26df32726
nstxuE204621A03t030/N10/egn10w.1358E+02,BAD,BAD,KEEP_RULE_DECISION,,79767d1c7ad23ee57459cbf2bc4b04091d4d85da44d9555f65256109f01ebae2
nstxuE204636A01t020/N1/egn01w.3867E+01,GOOD,GOOD,KEEP_RULE_DECISION,,70ae7cd4a8379775e697eac79f5358dbdc37dc42c45159de9cf026d3b9cfd751
nstxuE204636A01t020/N1/egn01w.4008E+01,GOOD,GOOD,KEEP_RULE_DECISION,,8803504fd7e0fd1bdc1ec816843c32b286b187971d13025e5d96e000edb23e59
nstxuE204636A01t020/N1/egn01w.4063E+01,GOOD,GOOD,KEEP_RULE_DECISION,,09c72aafe5451552ba717595c438dd7671baf3defdcf78cb156bf927e91a058e
nstxuE204636A01t020/N1/egn01w.4105E+01,GOOD,GOOD,KEEP_RULE_DECISION,,cbfcab9da0e6604cdf3bbeb773ab0ffa55e216051a04a0cce9b54a941aee2441
nstxuE204636A01t020/N1/egn01w.4322E+01,GOOD,GOOD,KEEP_RULE_DECISION,,c55246c31f6612121ee211053546d976ca0406722ae8864ac8fc490189b901a9
nstxuE204636A01t020/N5/egn05w.3943E+01,GOOD,GOOD,KEEP_RULE_DECISION,,09c030fa43d7b123ab3ec95df71bd596bad937235706c31cf642203d703ff338
nstxuE204636A01t020/N5/egn05w.4002E+01,GOOD,GOOD,KEEP_RULE_DECISION,,3bf8b7a375ecd44d389731387dba6becabde039b1e2af0ff2b0530ca9b1b0029
nstxuE204636A01t020/N5/egn05w.4093E+01,GOOD,GOOD,KEEP_RULE_DECISION,,0a0f90702f900ed1cc81ceddd465b4478b20015f189c02cc130d33caeeb819c7
nstxuE204636A01t020/N5/egn05w.4170E+01,GOOD,GOOD,KEEP_RULE_DECISION,,023e6474dbc474d0684491da48a9661231c9d3a2e5cd3249c687e5fe13f0991e
nstxuE204636A01t020/N8/egn08w.1113E+02,GOOD,BAD,OVERRIDE,BAD_NEAR_AXIS_GRID_OSCILLATION,84d7a3f66b62c85ab96a36eb9f2f427b1fa4366305bf5de1ccd4c7446f150149
nstxuE204636A01t020/N8/egn08w.1265E+02,GOOD,GOOD,KEEP_RULE_DECISION,,6f37e5407c513b76ea1d38291a18960f86d9cedf730bfecad062c5aef37ad8b5
nstxuE204636A01t020/N9/egn09w.6910E+01,GOOD,GOOD,KEEP_RULE_DECISION,,f6d2b6775d799e9df24f6de1b56bd3d45a90db223c4b4d16bec73c4a612a8fba
nstxuE204636A01t020/N9/egn09w.9543E+01,GOOD,BAD,OVERRIDE,BAD_NEAR_AXIS_GRID_OSCILLATION,d317a55879e4c726e551f90ebdf25fc2206e9a7f0cb75b8cdcd207ed7d471135
nstxuE204636A01t020/N10/egn10w.6931E+01,GOOD,GOOD,KEEP_RULE_DECISION,,420b95feab39446d38e53be923824c595322ec60eb0f8aeb77fdde547831aa53
nstxuE204636A01t020/N10/egn10w.1687E+02,GOOD,GOOD,KEEP_RULE_DECISION,,3bd5db95d3f60dadada54b434b0eff9b8513652e71cbced9de50d1e9d7aa0354
nstxuE204645A16t015/N5/egn05w.8551E+01,GOOD,GOOD,KEEP_RULE_DECISION,,e14f705a433865dd3283864911b68fefd8aefbfd71f5b1ec41a4707612ce74c8
nstxuE204645A16t015/N6/egn06w.4765E+01,GOOD,GOOD,KEEP_RULE_DECISION,,06e7f8ec5bdc198aa098fdc5b828aafaca837d032e6bf593c3187fa78d0570c4
nstxuE204645A16t015/N6/egn06w.6181E+01,BAD,BAD,KEEP_RULE_DECISION,,160dac163b13980bb24090b2ac7f4b67335cfbe17139cecdeb398fd39351886a
nstxuE204645A16t015/N7/egn07w.2244E+01,GOOD,GOOD,KEEP_RULE_DECISION,,fa563e31608dbf75c68d16f70ee4e9c085b8184b49960de4ad769d78f2fb6258
nstxuE204645A16t015/N7/egn07w.2265E+01,GOOD,GOOD,KEEP_RULE_DECISION,,c5f5a37c0ac9c01bf0c5619908d101dfc49d8d848244aca2ea05a47a2c8bf4f0
nstxuE204645A16t015/N7/egn07w.4136E+01,BAD,GOOD,OVERRIDE,edge spike is part of mode structure,94a6a54cf5a4a22fe5b59f0838a9652b81d81f6e1e304d9f180dc7be9f770e6a
nstxuE204645A16t015/N7/egn07w.4255E+01,BAD,GOOD,OVERRIDE,edge spike is part of mode structure,50667425a1be9170d7b5089f1593457295f62be0a8bb5a369a679e6fd8e13d8f
nstxuE204645A16t015/N8/egn08w.3611E+01,BAD,BAD,KEEP_RULE_DECISION,,9a764cf5f4ec3cab01420714a8644c44685c739be062185fe4cbec59047b0b8a
nstxuE204645A16t015/N9/egn09w.4306E+01,BAD,BAD,KEEP_RULE_DECISION,,4519295e1a65688ce90b227fff06b866fd45a2d66ab9aee867d7b43854ac2c68
nstxuE204645A16t015/N9/egn09w.5126E+01,BAD,BAD,KEEP_RULE_DECISION,,135efb99c0a800abfa433a68572ee7cff836cc773b2fecaa152608994c5720c8
nstxuE204645A16t015/N9/egn09w.5606E+01,BAD,BAD,KEEP_RULE_DECISION,,6b606e1134a5ed365537afc791ede563ebbee2e88acf118da272e6ab9cec753f
nstxuE204645A16t015/N10/egn10w.3812E+01,BAD,BAD,KEEP_RULE_DECISION,,be847a5163fbb80c6fb82f2ebfd972ecc6593bd3c2fc66f1fce54f511f7b46c8
nstxuE204645A16t015/N10/egn10w.5190E+01,BAD,BAD,KEEP_RULE_DECISION,,16c30475939061b03733fbe123d07b45955365e374bb3b81fcdf41a15282ed94
nstxuE204645A16t015/N10/egn10w.5446E+01,BAD,BAD,KEEP_RULE_DECISION,,a736222ed675e370707ccfec72851cba2a4e9f42b5763516fa31010e88f86098
nstxuE204645A16t015/N10/egn10w.5761E+01,BAD,BAD,KEEP_RULE_DECISION,,5c604a8625a768ea12b84071ff9c63a3a934acc1764672b5dd974f753ed8a8eb
nstxuE204645A16t015/N10/egn10w.6587E+01,BAD,BAD,KEEP_RULE_DECISION,,cf00c22ed14e0aabeee84035675029350d63c6906161e65b9524e554145fe99f
nstxuE204645A16t015/N10/egn10w.8871E+01,GOOD,GOOD,KEEP_RULE_DECISION,,80842102c9f6dcc19fc1d2451dd6cc3a218dc739761e29b83260f47b076daed8
nstxuE204645A16t015/N10/egn10w.9701E+01,GOOD,GOOD,KEEP_RULE_DECISION,,73c7681e9a238ff8b90f2c7021ebf84e099b87b9597fcbb8def5b299782262ae
nstxuE204678M01t017/N1/egn01w.1699E+01,GOOD,GOOD,KEEP_RULE_DECISION,,a3eb2b1d8d0e803d11fa10d8a30e202809ba4f9c345cc4792434c60f649a2ad1
nstxuE204678M01t017/N2/egn02w.1648E+01,BAD,BAD,KEEP_RULE_DECISION,,1ddcfd9980ac7c1736b887bb256001c7799b5dedbf42910456bd7b903a51169c
nstxuE204678M01t017/N5/egn05w.1572E+01,BAD,BAD,KEEP_RULE_DECISION,,29f30a403dfcb6dcf85612994414bb8d9b00ff9315035fa1e2bc16692fdcd73e
nstxuE204678M01t017/N8/egn08w.1522E+01,BAD,BAD,KEEP_RULE_DECISION,,af97dc37289570d7a51fdd76c9a0a3961eca10021b5aea6b6a7984aae634b7bf
nstxuE204678M01t017/N9/egn09w.1827E+01,BAD,BAD,KEEP_RULE_DECISION,,b74c30f39e2800e8e114a3f0611370e20e40b3a7bfacd1dc20c0a44fe1d39d0c
nstxuE204678M01t017/N9/egn09w.2438E+01,GOOD,GOOD,KEEP_RULE_DECISION,,6a7593278b8d87061bb0775433e6d3bd9ad37780c1d9a355cdc90ff1f4005ccd
nstxuE204678M01t017/N9/egn09w.3282E+01,GOOD,GOOD,KEEP_RULE_DECISION,,fa5ec328a31d9772bea4febd88b29592ac2e456fb97236242cdc119fc83d7d6b
nstxuE204678M01t017/N9/egn09w.1081E+02,GOOD,GOOD,KEEP_RULE_DECISION,,2ed976a57c0f373ca7e1b2d15b1abe9d74ee6f22f57c2bc192275b61af0d81a4
nstxuE204678M01t017/N10/egn10w.2958E+01,GOOD,GOOD,KEEP_RULE_DECISION,,7fbcd3169ccda33d3aabef7d245d944b9b734dd4699a2cd31955504faaad945e
nstxuE204678M01t017/N10/egn10w.3398E+01,GOOD,GOOD,KEEP_RULE_DECISION,,ac753e1a524277db945151b0488dc9496782d340c465cf59dce0c03d271dfece
nstxuE204707A04t030/N1/egn01w.1470E+02,BAD,BAD,KEEP_RULE_DECISION,,b171c1f896857aeaeba5cadba07b1f3e0e39dd41c65ab7383e41b0aa1d0f8159
nstxuE204707A04t030/N1/egn01w.1509E+02,BAD,BAD,KEEP_RULE_DECISION,,8a125fe7c15dabcf05cf0bf0662a8dd6cf784e5c3681c5750108daf3c4dce234
nstxuE204707A04t030/N3/egn03w.1308E+02,BAD,BAD,KEEP_RULE_DECISION,,67415819ef04f01914b28cad1c3937d56ea68e284ab5eef5cfe32df17d839f2f
nstxuE204707A04t030/N3/egn03w.1326E+02,BAD,GOOD,OVERRIDE,large near axis amplitude is part of mode structure,73fb1dacebb8ec83216eada8cb47f92543a234b27aa8a80c5bfc25512c2d8e2e
nstxuE204707A04t030/N5/egn05w.1090E+02,BAD,BAD,KEEP_RULE_DECISION,,b360f165f0c1c956dc0dad1394fa1465b1d5558ff019f5e6226e5828ddfc1180
nstxuE204707A04t030/N5/egn05w.1099E+02,BAD,BAD,KEEP_RULE_DECISION,,611265c77c5583c0328ca5d7ce003d1cdea1813d38fe18f9d2e9e1e47ef8f8c6
nstxuE204707A04t030/N5/egn05w.1136E+02,BAD,BAD,KEEP_RULE_DECISION,,96b366eba86229197d2dd5d0242be23b5f53d89329ff626f7b4a610a743aafef
nstxuE204707A04t030/N5/egn05w.1201E+02,BAD,BAD,KEEP_RULE_DECISION,,0a6fb68e0c1dd6abe0726a8e57610ea57316afd1ab42982b17271f69ec09a54b
nstxuE204707A04t030/N6/egn06w.1157E+02,BAD,BAD,KEEP_RULE_DECISION,,902c520b7715adbed2ba64cace7f4988dd4f97823d177517c9fc596bc8962208
nstxuE204707A04t030/N7/egn07w.1391E+02,BAD,BAD,KEEP_RULE_DECISION,,2a0501b937fe9e7887d300baa9f49c6d31db8c97a70eca9df626fc0763b38da8
nstxuE204707A04t030/N7/egn07w.1395E+02,BAD,BAD,KEEP_RULE_DECISION,,a9e79b6a00d3288d098293e7702969f2d70cc913e98187fe476afd013c0bc8ef
nstxuE204707A04t030/N8/egn08w.2608E+02,BAD,BAD,KEEP_RULE_DECISION,,ce7341a29e6e528f6f087d3567d238b1d822f408ffa740de2ead7d84147cf6e2
nstxuE204707A04t030/N10/egn10w.2762E+02,BAD,BAD,KEEP_RULE_DECISION,,26a81e2eef29e7ca0af0805cc1a86012f2a91990429dbe6b5a64a4b4d95c42c7
nstxuE204707A04t030/N10/egn10w.3524E+02,GOOD,GOOD,KEEP_RULE_DECISION,,44c49b90ea62accdf6703993c4cbebb0069b1e0660e077858afcf0fafff2b1ae
nstxuE204708F03t017/N2/egn02w.8409E+01,GOOD,GOOD,KEEP_RULE_DECISION,,3f3cf2ec08d601af58611da55a5688585b5d04e4dc4c74656be09cc91404ec44
nstxuE204708F03t017/N3/egn03w.1167E+02,BAD,BAD,KEEP_RULE_DECISION,,98178fb73fad8871fda42aba9d55fc23fa7e75b22e6ec3d6424a41ab47a644e3
nstxuE204708F03t017/N8/egn08w.5958E+01,GOOD,GOOD,KEEP_RULE_DECISION,,aefad1d03941c84e131e9ba28cb37046c410e73cde4d4a89a5e7ed59078f1773
nstxuE204708F03t017/N8/egn08w.6836E+01,GOOD,GOOD,KEEP_RULE_DECISION,,233349d3f9978cfff399766f24cc30252b22c56d280969e5b463d594f5eeda77
nstxuE204708F03t017/N8/egn08w.1106E+02,GOOD,GOOD,KEEP_RULE_DECISION,,18a9dccf0c1e851d2ce61971f0b6fc0775a26393919cc694ff80f7c80930e0f9
nstxuE204708F03t017/N8/egn08w.1616E+02,GOOD,GOOD,KEEP_RULE_DECISION,,27a2163371dff8bb8b635283e9092debee7189dfb8d474673a698404d001d2d3
nstxuE204708F03t017/N9/egn09w.9734E+01,BAD,BAD,KEEP_RULE_DECISION,,0d273e5326d2eca6ec001a1ffb76634ae317108c031982dd14cb411c063ba4c4
nstxuE204708F03t017/N10/egn10w.7424E+01,GOOD,GOOD,KEEP_RULE_DECISION,,1c68f194d97b7503af072f5fc6f3f5c89bf043569b86f46c77d34ef97214ea60
nstxuE204708F03t017/N10/egn10w.9714E+01,BAD,BAD,KEEP_RULE_DECISION,,7ff7d40cf944edd2ca836d89f91078894f9ca3c1ff18d4e8d85044125e534466
nstxuE204944A01t017/N1/egn01w.4986E+01,BAD,BAD,KEEP_RULE_DECISION,,ea0b3714a37ca58b7cb99bcfbc6032e78f54f123a5e0813c4a8590f99cc2dffa
nstxuE204944A01t017/N2/egn02w.4105E+01,BAD,BAD,KEEP_RULE_DECISION,,c5c7beb20356793f5264880c81d36b56313a38d418c30b96268af0d7d0c616f8
nstxuE204944A01t017/N4/egn04w.4109E+01,BAD,BAD,KEEP_RULE_DECISION,,765772529ebd150f3e1b978bc9a2d226f54cc953fa5e7b9025b5b16a60ec9470
nstxuE204944A01t017/N5/egn05w.4175E+01,BAD,BAD,KEEP_RULE_DECISION,,381fc9dd6cddfe740b5917395c2a3870005dd953eab914b8f63c56351fb850a2
nstxuE204944A01t017/N5/egn05w.4466E+01,BAD,BAD,KEEP_RULE_DECISION,,4d74dfa3f42920e2f6526b1ed8492e4fbb1f97db2949ffdbbe6d04b260572d9e
nstxuE204944A01t017/N5/egn05w.4661E+01,BAD,BAD,KEEP_RULE_DECISION,,4286982caca000763e7fb0bb61917db5a8ce35c74488dac7363ee71e42c7586d
nstxuE204944A01t017/N5/egn05w.5014E+01,BAD,BAD,KEEP_RULE_DECISION,,ee912730de345b658dafc1578e10f4633597a46452c36e37945b3028e1641353
nstxuE204944A01t017/N6/egn06w.4096E+01,BAD,BAD,KEEP_RULE_DECISION,,3c07c2408e13fa7905787c5c0db800855b9a04674f60c84a865e46dcbb3a8c51
nstxuE204944A01t017/N6/egn06w.4343E+01,BAD,BAD,KEEP_RULE_DECISION,,e2d5e1e3e0154ee1360ea1f06a5d06c6e7e22f3eb5ed6688d4389602da1cea53
nstxuE204944A01t017/N6/egn06w.1108E+02,GOOD,GOOD,KEEP_RULE_DECISION,,c66f9459ec40e4da0202c95e451b5f1d60563440454f77b15c9b744d23c5ef81
nstxuE204944A01t017/N7/egn07w.4418E+01,BAD,BAD,KEEP_RULE_DECISION,,b810d06dd8a7196e0fc6ca34f93f17517283e7132fd39507be184588651b487c
nstxuE204944A01t017/N7/egn07w.4703E+01,BAD,BAD,KEEP_RULE_DECISION,,4016d4d017427b8c4fb2a8754713ed9e3cc2383fe7e7cde5f4e4fc89a9fd0962
nstxuE204944A01t017/N8/egn08w.3968E+01,BAD,BAD,KEEP_RULE_DECISION,,b85d7a2117167f565ec76dea309585693419b789200a08cd46c34f84fabf33c4
nstxuE204944A01t017/N8/egn08w.4224E+01,BAD,BAD,KEEP_RULE_DECISION,,7b9a31b22e99e8f86feabd427b22fabc2b2b217623f8d495eae484649b78f3b8
nstxuE204944A01t017/N8/egn08w.4683E+01,BAD,BAD,KEEP_RULE_DECISION,,44f9178f9340a8ae8e8a73789956b3ba13d5e9ac0dabb4955483615b6c1fdf9c
nstxuE204954A01t022/N2/egn02w.7512E+01,BAD,BAD,KEEP_RULE_DECISION,,aa49c543a9849757d3caee0eef44e6cda2039d1a56e83f583f1d781244f94665
nstxuE204954A01t022/N10/egn10w.1050E+02,BAD,BAD,KEEP_RULE_DECISION,,f99c2ec8e2a6f0a9ae626ff300dabfbfa4f11314ed24825cb24e5908ed5db6c9
nstxuE204955F02t017/N6/egn06w.5072E+01,BAD,BAD,KEEP_RULE_DECISION,,176dc251046667b909c781ce1e33de8203965c07ab2638be6d35b04056f3ddec
nstxuE204955F02t017/N6/egn06w.5363E+01,BAD,BAD,KEEP_RULE_DECISION,,4f3acc442e5ec940b92bcef36c48e28b3261d3a988fc5b87009ac84418cfea76
nstxuE204955F02t017/N6/egn06w.6529E+01,BAD,BAD,KEEP_RULE_DECISION,,d4e139940e2af728de03e7fbad7674a8da2297245431efca66501d520cc63e37
nstxuE204955F02t017/N6/egn06w.7141E+01,BAD,BAD,KEEP_RULE_DECISION,,ab45b97424e8941745b8c0adfade799ef410e6391939ee294c29774100373b4e
nstxuE204955F02t017/N6/egn06w.7591E+01,BAD,BAD,KEEP_RULE_DECISION,,904fb062b09528a44ccb886b714f83d7bdd4dc60661a71d3e67b6d121f7fe1ab
nstxuE204955F02t017/N6/egn06w.7911E+01,BAD,BAD,KEEP_RULE_DECISION,,149b3f31730c41758b267442dabd9f167b0d82edccd36d623cda95d26a4952f8
nstxuE204955F02t017/N7/egn07w.4960E+01,BAD,BAD,KEEP_RULE_DECISION,,bc0cc67aa78d4b4bb3019d21db07e6e1c8488994f4edfb54548532b1e61e515a
nstxuE204955F02t017/N7/egn07w.8319E+01,BAD,GOOD,OVERRIDE,good mode localized near continuum min,98e4afef937e24ef981e6c3ca4e42bcfa078839e1a3268945f59fca64273fcd4
nstxuE204955F02t017/N8/egn08w.4847E+01,BAD,BAD,KEEP_RULE_DECISION,,fd7e88ed3c090fb692940ef6d00dd284f8788deb040c32fa6cf57c483ba9bf1e
nstxuE204955F02t017/N9/egn09w.5709E+01,BAD,GOOD,OVERRIDE,edge spike is part of the mode,e5dac75bd89cbc4b5543208c4ab67396e18e9aa756fe23690234a9ec135d47d2
nstxuE204955F02t017/N9/egn09w.9714E+01,BAD,BAD,KEEP_RULE_DECISION,,97b9abec4001ddb44fd5e4b8a39086c88f3d6e4af0280eed45e8a295216614a4
nstxuE204955F02t017/N9/egn09w.1180E+02,BAD,BAD,KEEP_RULE_DECISION,,efb0a009b0c674dc5c30ef43a628140779759e59903dd17c9df3307deb0c7636
nstxuE204955F02t017/N10/egn10w.5496E+01,BAD,BAD,KEEP_RULE_DECISION,,0486b1c2eb30142ffa5a13b391727090effd64bdd4ce63a28bd171ae91213330
nstxuE205017A01t025/N4/egn04w.6333E+01,BAD,BAD,KEEP_RULE_DECISION,,0257035e91caa1575013828ebb5d54d125188a761a8549844095e5c6ae580c99
nstxuE205017A01t025/N5/egn05w.5892E+01,GOOD,GOOD,KEEP_RULE_DECISION,,0f0668db29460bdd2e992927271355966ea9b7fa1923296141182f76fe54e430
nstxuE205017A01t025/N6/egn06w.5615E+01,GOOD,GOOD,KEEP_RULE_DECISION,,3e78fd0719792d9f62f97d1f51efcb988dca51ba1da443104821300fe4b72d24
nstxuE205017A01t025/N6/egn06w.1929E+02,GOOD,GOOD,KEEP_RULE_DECISION,,20a1c6a5cae280cd8e2eafd7b092ae6242f95f9e989492aa9b8b946993897165
nstxuE205017A01t025/N10/egn10w.4651E+01,BAD,BAD,KEEP_RULE_DECISION,,308e6cae842c500c867d4096e1a73990d05449c8cd25e55a3a04d0650656d750
nstxuE205040A01t016/N1/egn01w.1749E+01,GOOD,GOOD,KEEP_RULE_DECISION,,c3e0e307840e1793e4380e1d9b8586296393093ebadddb223934c74c5982498a
nstxuE205040A01t016/N2/egn02w.2491E+01,GOOD,GOOD,KEEP_RULE_DECISION,,245a279b7e265d8d27fbf6dd2218d3f6b738cfc020f3b13a839552a15a3bfdb3
nstxuE205040A01t016/N3/egn03w.1594E+01,BAD,BAD,KEEP_RULE_DECISION,,90b8e05c804e1516b375263f19da25740bc0e3696129e0a6c89f465f483152ad
nstxuE205040A01t016/N3/egn03w.2998E+01,GOOD,GOOD,KEEP_RULE_DECISION,,bd6f3428aabfa92be4d2be19db9dc4528c31955935d5b53ae5633e071cbe1b81
nstxuE205040A01t016/N3/egn03w.3081E+01,GOOD,GOOD,KEEP_RULE_DECISION,,ffbc4224a19e61bb07c247efd92ec16f6d7a3248a5785439daa288432f275804
nstxuE205040A01t016/N4/egn04w.1656E+01,GOOD,GOOD,KEEP_RULE_DECISION,,d32fbe7a7b83438ccbaa569c2cb1653c5d5c089b26dc13881d0370858e8bffce
nstxuE205040A01t016/N4/egn04w.2740E+01,BAD,BAD,KEEP_RULE_DECISION,,6b54f894cadddc0305862dd77df111e31e5a8c26691960f03d932763a1a8dc58
nstxuE205040A01t016/N4/egn04w.4525E+01,BAD,BAD,KEEP_RULE_DECISION,,7e10bca0edc7b7e99d1e9c003ffc6a9602055f07990142104791aca1325d2158
nstxuE205040A01t016/N6/egn06w.1666E+01,GOOD,GOOD,KEEP_RULE_DECISION,,c2acb09f0f2a6fac6a68bb30c90de7721598c3c5db399f2be1b87c9b43951077
nstxuE205040A01t016/N6/egn06w.2836E+01,GOOD,BAD,OVERRIDE,BAD_NEAR_AXIS_GRID_OSCILLATION and bad_continuum_crossing,efc5f0292d89a2c22f71b98e8561edced1a0582b2864d53750d1dad01ca5c612
nstxuE205040A01t016/N8/egn08w.1512E+01,GOOD,GOOD,KEEP_RULE_DECISION,,2cc4eb1607d205866416dbe28b852d3a4403bc244622e1970017f946a08a64a6
nstxuE205040A01t016/N10/egn10w.1381E+01,BAD,BAD,KEEP_RULE_DECISION,,038bcbc7a57414c3d26dcbd925252ad00a997fdf0dc37872d4dfd3694f521621
nstxuE205042A01t022/N4/egn04w.2713E+01,GOOD,GOOD,KEEP_RULE_DECISION,,c6bc72cbbe283cfd9aaee1cc3d1ca0333b690a93ffd570d66da9072580c85d58
nstxuE205042A01t022/N5/egn05w.3125E+01,BAD,BAD,KEEP_RULE_DECISION,,a4cf52e0880f55f1bfc4b4c44e73cd49abe254e1b90b289f15bbfe58f5b7d3c0
nstxuE205042A01t022/N5/egn05w.3521E+01,BAD,BAD,KEEP_RULE_DECISION,,f7c2e3b55e9c7238ade26cd057927b6fba424111522b6885bb415c3e344f68da
nstxuE205042A01t022/N6/egn06w.3067E+01,GOOD,GOOD,KEEP_RULE_DECISION,,b7e252e65ca2ae5d7ebf8ea232091acf86ed0fddb13dbb4befb0f81799ac25be
nstxuE205042A01t022/N7/egn07w.3424E+01,BAD,BAD,KEEP_RULE_DECISION,,fc343f4b1755350f7000ed2ae5a1db656312dd1bf9fa3b313962c3fc6a6f74e4
nstxuE205042A01t022/N8/egn08w.3059E+01,BAD,BAD,KEEP_RULE_DECISION,,4d3639ecf4ad3451b8796d431be7f9e38bf9b03fe51b689214011237efd9db36
nstxuE205042A01t022/N8/egn08w.3507E+01,BAD,BAD,KEEP_RULE_DECISION,,b6070a6a74d4c1d31a93c0814c63b57634737cfe2feb74949a257138d77e4110
nstxuE205042A01t022/N8/egn08w.3631E+01,BAD,BAD,KEEP_RULE_DECISION,,8854d4a206b13a5c1ac40f4f178e0f730899d2f2ae651b94712e5e862870d20a
nstxuE205045A01t022/N3/egn03w.9903E+01,GOOD,GOOD,KEEP_RULE_DECISION,,77865118bba1245bcb6f95a6e77b9399a1921f1c8d1ac4a92bb9a6cc5b936c03
nstxuE205045A01t022/N4/egn04w.1205E+02,GOOD,GOOD,KEEP_RULE_DECISION,,875531ab5b113b82767595bca6eeb2f788ce9346e3f5b35cfe7906a734d6e208
nstxuE205045A01t022/N4/egn04w.3243E+02,BAD,BAD,KEEP_RULE_DECISION,,f072098c48caa2cb8e9df3623cef709fe2e73eec9a642e5ee98424ace4077a46
nstxuE205045A01t022/N6/egn06w.1239E+02,GOOD,GOOD,KEEP_RULE_DECISION,,4129f2ee3512a8661bda9ed6a3b1840b0599130c99fbefc625b1b0a1161ca09c
