mode_key,label,input_fingerprint,v4_decision,v5_decision,v5_reason,new_rejection
nstx_135388/N6/egn06w.7164E+02,good,8e9eabfe680b96a6fe2ade351d03e753e8148a9826c9c8cf7a2aecc2da06f372,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N6/egn06w.8307E+02,bad,20803eed9627f7b4edb50c5a343f58b5f6de93248c90c4886546b57be6a5ce18,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N6/egn06w.9565E+02,bad,c3ea3eaecdab1c6982537716a351edae9a3f2a555c680658c6b6f8324242cc56,BAD,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,False
nstx_135388/N7/egn07w.1043E+03,bad,926fac272a6bcc1c8df1c81a240320d472cb730e707ba313e58116c5bd95f26f,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N7/egn07w.1071E+03,bad,2a23db268562559292ee3cb9b7336cdb0279329b0f59356b778347d83a26360b,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N7/egn07w.1153E+03,bad,90ecd9350a00b7859a04c3085c317b8a99014ec29952331182f117d86a0542ff,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N7/egn07w.1181E+03,bad,5f15ed7869ca5c811896e956afd82beb2c936f1334f0edc494429783f2eb4a5c,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N7/egn07w.1218E+03,bad,8c696addaec28bc95c48e92c34e8a1d08b6d2f17b75a36b38a8a437f0e0024f6,BAD,BAD,BAD_GRID_SCALE_SPIKE,False
nstx_135388/N7/egn07w.1739E+02,bad,cedf5862163f62060fbd4638692cb408f0431b25c683ca33601afd501d552cb6,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N7/egn07w.1774E+02,bad,c5b83ea5805a059b6b44b9623e8992b109dfce137014339ea4fd5c936a39eac6,BAD,BAD,BAD_GRID_SCALE_SPIKE,False
nstx_135388/N7/egn07w.1794E+02,bad,15c89e483471682bae5f6a5f1be5d3b5e47688a4081cb2083d8fd6658880a29a,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N7/egn07w.1863E+02,good,8732fe29e9bd6471ce7b1497c5016d5dcd28126e461bd2c7f81c094c9e42cfb5,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N7/egn07w.1960E+02,bad,3ae5fc9ed5a686accf089f9d993ca2fd4ed5d9df6f832445edf16bde87334969,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N7/egn07w.2113E+02,bad,dd6e3ae564393a4b6de248ba4ee578ba9864d369887231f012634b09693e747d,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N7/egn07w.2223E+02,good,e039d745582785480632fc29fdb9eb3526338efd0ef1f991c6d0be88ebffecd0,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N7/egn07w.2346E+02,bad,ec33ccbcef81cdeac2c5fac96690b0a7c61e489fec2329cb772ad687af2a5274,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N7/egn07w.2388E+02,bad,e9793462e53ed8e4032cab2de368c37444909fa9b4de4f4117ab146d9c9344fc,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N7/egn07w.2394E+02,good,2fa70bdfc5c43a8c77087dedb444d44f0710fee294fa097918cdc7133cd7ab4b,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N7/egn07w.2428E+02,bad,2978efc8b089ee757d8bb81d8ef274e644049c69bda236f3fe0b928a6ba7669a,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N7/egn07w.2569E+02,good,b56f0c9f4da240e50dbd9bfaf7e9cdfecfa1d4ae9893085b442634c29d97b141,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N7/egn07w.2645E+02,bad,4fb0b7abbfba8de4e2115ea74a702ce4084765e78395947b41cf9f8339c16f63,BAD,BAD,BAD_GRID_SCALE_SPIKE,False
nstx_135388/N7/egn07w.2660E+02,bad,01e8e970f6cc9d7ee8779525ab3ab1a0a9c751d029c0444dffbb33d41b857ea5,BAD,BAD,BAD_GRID_SCALE_SPIKE,False
nstx_135388/N7/egn07w.2680E+02,bad,cbfa7b63db7a5a361b51c6fe066b876de4fef2035fe9a35f3bca3246d4da1f63,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N7/egn07w.2755E+02,good,6669bcb9d789b2f57c6a0d4cda503586e7670927ae2116c64cd99f56d0c71b49,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N7/egn07w.2759E+02,good,7e11bd6b77d320e2c8813a13069e489918ff9453648c435987b728deb73fcdb0,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N7/egn07w.2890E+02,bad,de1ce99186927b816a788939eeab98ccee240fe9edcdc71e01ecb982253f0498,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N7/egn07w.2971E+02,good,24beafbccef56d62199371d3409f240c6cd20a7bce322016b8e00b34b61ee2e6,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N7/egn07w.2994E+02,good,c09f818957b8f71f050ce6f5a60dfb431ca443786480c5d0ab77677175649ee8,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N7/egn07w.3304E+02,good,54a746fa24afd57e8e5fdc1479ff689ca300c79adff6e4eca5dd23edac0cd3f3,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N7/egn07w.3518E+02,good,9ee63c652da7811936d842f17ba7721853f8fa25279cbda509cd72feb6c9af8c,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N7/egn07w.3838E+02,good,50baa812b27251d685a3b6c7d2e0dcf773a15b870c961fc075b504369ab4498a,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N7/egn07w.4124E+02,bad,db0fb29cd483f5fa71f4ce8745d6d56f8afd49948d2c11d34b4581bd71c87e4e,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N7/egn07w.4463E+02,bad,acd424ba762a0bfb9c3f1da33ec51da692ab09d3d0a9df9ff1cf2c7a430abffd,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N7/egn07w.4950E+02,good,e194fe7f70475246986b43a43910a8c9359aab781dc7f578f9318d2aed75afdd,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N7/egn07w.5504E+02,good,bbaf950f5094ffbd3d45fd23aeefa54f652704a4d5df696a9c633a36e5db998f,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N7/egn07w.6105E+02,good,fa4900b87934686e230477744549168dff98e62f163313a3a14d73957867ab4c,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N7/egn07w.6689E+02,bad,a8cb8b99d44884054ce930341bbc977247dd768a972c01d44984420663100712,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N7/egn07w.6691E+02,bad,6d541436d67e4594c7ae57ee2f8c94248d701879b670dd1da74e52d510a1ee7d,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N7/egn07w.7225E+02,good,26018dcb187dfcccd3631e036ea22000824c1b6913f4a52b13f415f9971b45bd,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N7/egn07w.8037E+02,bad,d1f4d8e36c590cfb7009f5916c74bda7c0b04c593b10483a8d50bb7caaf02bbb,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N7/egn07w.8499E+02,bad,0bcae30d7e6174ca6594b106a7ad27ecc1de522047620c21165a360e2ae61f82,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N8/egn08w.1188E+03,bad,a2508f8a833c976acccd05cbf1dfae84d62232877333cee1a65accdf3e44caa9,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N8/egn08w.1210E+03,bad,e7c7c7ae55987be2ccd77e8854b7291ee71f2a66b7c2a1525dda24b766fe7a57,BAD,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,False
nstx_135388/N8/egn08w.1782E+02,bad,39ed0828474f78a7a548fd1052d704da7667afb2ed6355a51ff3bd185bee86cd,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N8/egn08w.1881E+02,bad,6cbbe186374db9e6f0004840a797cd98284de47556c526691842d9a7af9caf29,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N8/egn08w.1968E+02,good,e33d91ca23abc504f5b2d80a5cb5a6ca75c696665ff5010755f56a9e51327826,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N8/egn08w.1986E+02,bad,c1f53259aa1f64758fffc9c3e739a142bd5297e50cda827c26a80146940c69a6,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N8/egn08w.1993E+02,bad,08fc91a69c5c3e553cec8d857fa099b41a488a479ae449eb0de7c44a46ba4f2c,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N8/egn08w.1998E+02,bad,ec940d2ecede0afc9c7ebed27318393b4ab4382e057b0c1646e3be9329111a64,BAD,BAD,BAD_GRID_SCALE_PACKET,False
nstx_135388/N8/egn08w.2057E+02,good,a544ddf0a8915efe7586ad66e2a1d8775f5e10bfad09bd1d04a4808e6bf3acac,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N8/egn08w.2197E+02,good,3cd96c46c9727a2687ee6f1af5c6201430b0f467ca91d91439920f99e5157229,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N8/egn08w.2326E+02,good,0b3af43c9edaa9e1a0b20f8209e60a8a3631ea9be99b63c6a2dcec18e4d49593,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N8/egn08w.2587E+02,bad,0f91d4001f2e73458ad7ab8df7a9ea4c6af7395ed9b7e5f7218e5cc62bfa3c63,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N8/egn08w.2639E+02,good,a11d7cb817958ccf162cf798b6ef624cbd166f5be9b82fd48f32137209d50aa8,BAD,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,False
nstx_135388/N8/egn08w.2654E+02,bad,78c57a300d5b10c8febb2c0051d91883abe66854f7c4967798b1152f2c006214,BAD,BAD,BAD_GRID_SCALE_SPIKE,False
nstx_135388/N8/egn08w.2668E+02,good,9a9132fb2e06811c0638ca6ef9ff3d738fb8a84c53cb02b1d9190302cbda213a,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N8/egn08w.2674E+02,bad,eb588740c81224fec21b67f44e4a605b8a364d1669450d43f5f23368911c283f,BAD,BAD,BAD_GRID_SCALE_SPIKE,False
nstx_135388/N8/egn08w.2714E+02,good,374d530a126dbc4080691ec752e3cce0d747c0ea2c26436e8ab5b87eaba89c66,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N8/egn08w.2796E+02,good,0d304104d117d586b06b1b621adbe6898add038d5b4863ff23ae71525cff4261,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N8/egn08w.2861E+02,good,ca263b55d40fb5a52aae0f9ef0da0b416d0627d6f9711405edce647af0e6b8ee,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N8/egn08w.3062E+02,good,5f1523c4c323864bbcaf150477c4e5338862dd2225cd8a63cadc5fbc3d83cd87,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N8/egn08w.3112E+02,good,dcb46ec589a2f96ff36e7771a264d55cfa0a930ce75ec86711306a9225ec525f,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N8/egn08w.3207E+02,good,844eef049de269209271a6dc94875a2c5464ce538c58d486a7f359096a89abc2,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N8/egn08w.3344E+02,good,a88dbb8da2d8d1dfc50941091b2f167ddab94d05070b2914180df1b2f8cb0c29,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N8/egn08w.3508E+02,good,30e2452f442d7c98700b6d78bbbb9bd79a69cd07d99fdcad3525bd205ceb29cc,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N8/egn08w.3823E+02,good,bf9fd14267e613a6648cfb6bd749e18dcf47ea5a968b6df2635e5405c34c4e78,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N8/egn08w.4081E+02,bad,039314cee11ef7f4f1111d1bc9228aa5f322cadb89141e85d2f2d95a93bd57ba,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N8/egn08w.4424E+02,good,ae10f395156efd77a60753a787cd20fb7a0ce48280883d63f046bac1d3860bcb,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N8/egn08w.4787E+02,good,6ecb9980fd852fb0bee4709c6bf30da1aadae4a154b2ac8ae20b5cdbe51f436a,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N8/egn08w.5182E+02,good,bec311708c4e13942a497d0e33d5596fb8cc91140556ecea5d82ebe4cdfea5a3,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N8/egn08w.5708E+02,good,ec547abdb43facdebbd7fa12b96889925dce9a1b7b45c9907015562877a93bff,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N8/egn08w.6258E+02,good,c5c5bf1db3e56e7f0f18505c10e3d3e8aed9434592ec28cfa00b1a6fe3e544ba,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N8/egn08w.6825E+02,good,8cfc8b2b9adc8f90cdf91a4a40a85244b4768389873281d1ce10859e6ee06676,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N8/egn08w.7331E+02,good,1a67e534c4158620c15dc728c0201bfb5d5fd6e98d5262faedf7b0c07a58126e,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N8/egn08w.7957E+02,good,6f55fde33dac98988555ba5f2a9acaf6cd02f6a00d75822ef526b1499c53ef38,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N8/egn08w.8814E+02,good,8da97d82dcd2146d82f93de2a59de9a3561e3eb09e9c349d2c0d7f57dd074797,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N8/egn08w.9418E+02,bad,692b35070d65bfeba5cc1fc657c5ed160c0cdc32869d49a7118f360d1dc24941,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N8/egn08w.9850E+02,bad,c87a23ed8a35858d45f60f554a251e7e03a619adbd5f34ff145ff6d7c80f1916,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N9/egn09w.1047E+03,bad,e0f928af37a92f072045902a07d180ba67b5473d5487aaea216d0def2f741afc,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N9/egn09w.1107E+03,bad,35c53c47480e58e699a1ea33013474ca5cd9c9817e713fa0b0176674e4a88feb,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N9/egn09w.1125E+03,bad,3d868b7e58eb65b0845cbb780f5639f27eb2cd9465d924e3819798eea52d1d1e,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N9/egn09w.1129E+03,bad,bff9130bf2022aca1d41433b3bf0a4c8d1356f4d2d08f73addf8e028bf57f8ad,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N9/egn09w.1408E+03,bad,5f04ed9dbc08e2d8d1f6465ffdc6e80d844d0c032f5a86ff23c518bf8dab3b5b,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N9/egn09w.1792E+02,bad,b1720dc3a74b56b9650b34cab2b0e207e852cfed891ac8ea46bc1112ade12a22,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N9/egn09w.1832E+02,bad,d8e6f8b6034c1c8aa99521b7817b29004b1c918ba621dbf3678d7a9145b5e5ab,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_135388/N9/egn09w.1874E+02,bad,ed82154374194e6c31717d9d0e74db39af2dcb9f6936137a1fe4b26acb9096b5,BAD,BAD,BAD_GRID_SCALE_SPIKE,False
nstx_135388/N9/egn09w.1899E+02,good,0cfe6f2a6f630840ffb2ffba9a7e422659d6c8d3218927d382a8d72496c0954e,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N9/egn09w.1938E+02,good,1a8417ab234b37112e2984b02403ccc77c7bca4c92bbd227091d605820054427,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N9/egn09w.1953E+02,bad,445a7b30d1731f8a6611d12e0810953324ad4defc6a1aaa6dec00c91f0ae2db9,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N9/egn09w.1959E+02,bad,9e44c8614577def3ee07f2761fd72a650ab08b5739df325ea5e99457a55a6efa,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N9/egn09w.1979E+02,bad,20e230ed90db7bce4957f5c61b0cde8d36df65fd45fd17f5403c4a212dbc5722,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N9/egn09w.1996E+02,bad,bb33ac7f611d3297edb3367a9946ff758ea3781d7479b9bb8cdc20c0678cf114,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N9/egn09w.2020E+02,bad,492a2bbdc943887bf0ed6c8894e16a93507cea6d10bc5add3864669ed950c039,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N9/egn09w.2044E+02,bad,3731a4dad6f4bffe9673160b25546d5efa85f67a95abae24d50a2b43e202c54c,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N9/egn09w.2049E+02,good,e1df417b0ec6ee5bd72695e789cad7cf72323231a037627aacbf5959ef5a5db6,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N9/egn09w.2070E+02,bad,0455fff7405a74388f29a970664485bf7368142369d473236e0376f06e0a7867,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N9/egn09w.2126E+02,bad,9818f32650272c3128ebd128e071bbc8a9f324584e0d305f648e331e0c2cf01e,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N9/egn09w.2150E+02,good,d3749081d72b16ea0ff474ed53a57f14a2d5079c21d88a8530372c360ce44ca4,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N9/egn09w.2155E+02,bad,7e182070d75cb6f47c12d26d31b41eaa3c890161d6d8832bd3546a270e7654f5,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N9/egn09w.2162E+02,bad,62771cd92c78c48c3f70d34a19519de9c60bbeb1af56d253d5f802247ae71904,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N9/egn09w.2175E+02,bad,0fe7cba7291d5273eb5246d520b5f36fc6dac8bfd24160e666ff5d1bfde2576f,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N9/egn09w.2182E+02,bad,5831252343a5f43321cd4dc22dc84335cbc07a2b0ffe77b19157e00f6a7e3242,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N9/egn09w.2357E+02,bad,459ab93bb08b964725176fef5b6d689dc1c046d2d2c9a32f6545491b42f96628,BAD,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,False
nstx_135388/N9/egn09w.2407E+02,good,6045915ddf18a5498ebca134dbd087152dd752b8210e8965c8cb273bc81d6568,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N9/egn09w.2507E+02,bad,a6a33f0e81a0b5a04834408ed035684ec0e35c8b2b2e625bc4b768618d314afa,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N9/egn09w.2520E+02,bad,19d7680765a4dd43d51b4527eb52d348b77fdf8e3b94ed2d7ab7dcabbbcb17f0,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N9/egn09w.2590E+02,bad,91c18e850ac628f891e6127181fbead2b0497f53a867ef1f982280c82260a9c7,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N9/egn09w.2633E+02,bad,5434e1e89768c74563baa05e80fc37a55209b588aa56428f6639e6f78834d0b1,BAD,BAD,BAD_GRID_SCALE_SPIKE,False
nstx_135388/N9/egn09w.2658E+02,bad,e508b4eba99651658272f3c087d43872b640ab246e27cefcd48ceebcfa9c54ed,BAD,BAD,BAD_GRID_SCALE_SPIKE,False
nstx_135388/N9/egn09w.2699E+02,bad,88c2bb0ee78889fa364d585e17e6327345f4a912248423a4f902c8b06f290551,BAD,BAD,BAD_GRID_SCALE_SPIKE,False
nstx_135388/N9/egn09w.2702E+02,bad,f1580a53dbc893539ff89e40a18435ec0bd394d6ad3a2b204f1ec8ad365ac894,BAD,BAD,BAD_GRID_SCALE_PACKET,False
nstx_135388/N9/egn09w.2707E+02,bad,ea307ae0a5ca8f1601a37e05d5723844ccdb92a8644d72e1c94b14ee264a3bb5,BAD,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,False
nstx_135388/N9/egn09w.2761E+02,good,ee15c6f30ca17ac48cd6aad49cf8a14c144ce683adf7872966a676794aa14d13,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N9/egn09w.2796E+02,good,52d70027250172eb0f1ad8541babaf6cd09c539cc8d6961f923dd671bc3dda57,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N9/egn09w.2887E+02,good,80d1475995d0abe44bd36f5b6494413972f638a7d71738389961bb2bc4140c8d,BAD,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,False
nstx_135388/N9/egn09w.2926E+02,good,4eed780665cde4d0ad797f0c5eb756c37e8ab5686d5d9dd94eb1c1c3f03c8718,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N9/egn09w.3044E+02,good,9a387ac2313dc541ed2471703dbcb559e824c56306015d7cf5ad07a57ccbe5a5,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N9/egn09w.3097E+02,good,af1979b992047b27885cbe933f9d15e081d19c7efd17a9dae190a1836751b1b0,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N9/egn09w.3312E+02,good,9bcef9f8327823dc41c677f866dd06e0448c498e8865250ce935d7fa45e794f1,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N9/egn09w.3351E+02,good,00c82cb9291cb80e126fd4fc9ed8f415875532268558d8443e8a0b1bbf8d2733,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N9/egn09w.3451E+02,good,cf954559f813fc1b70804311f0bd8bdabfa0f7b1b187b82f12e1943fa45f659b,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N9/egn09w.3605E+02,bad,983ddb0bd28d3b4a9b9bbcfc972581ecc98252486765db94642fcadabf544af7,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N9/egn09w.4060E+02,bad,e18f69c3655bd9894bbf8e5f84967a628b0f4194f590bc9ae0241882ca98aa63,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N9/egn09w.4641E+02,bad,5ca19ab33d376b8e2061f1aacbc0074ae86e51f2c2dd7660493e6e5e5046e261,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N9/egn09w.5020E+02,bad,8c087217855b459036f6b3f2c4340ceefd24821dcfbfbb8272c19b09eecb6b61,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N9/egn09w.5394E+02,bad,a81e10fbcddb5ecc2c333a68a76131a6a482ba33777baccc28fbf6b6937524c9,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N9/egn09w.5860E+02,bad,7fbda1f57ef322a3cdcdb0e6bfaf4af7595dbf9d47aafd8dbe7001642ca33c8c,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N9/egn09w.6387E+02,good,a09541f565570409f4d925cb5fb057cea7960d061edceb33006c82a6177d90ae,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N9/egn09w.6908E+02,bad,b1a75ae4bf838122a95cc79e64bdd48bc748f3c4ac903b6df4d4f6457a5958ab,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_135388/N9/egn09w.7416E+02,good,3cc30cacd7626227a2773330d13c7b662dcebeaed8e82dad9422f6591c523eda,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N9/egn09w.7961E+02,good,d5feeec9af38614c74181f93775a62f7c1f0c6c5d3f0f0298c1f163276ec0163,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_135388/N9/egn09w.9497E+02,bad,76941ad30843201a01473e7a479c8d91849e51fb270f08d9a88b73a98b0a9ab0,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_141711/N1/egn01w.2311E+03,bad,3bc98ca89c96914849773d2772a4b5b127168ff15fa1fbde4774ca42ca11b803,BAD,BAD,BAD_GRID_SCALE_SPIKE,False
nstx_141711/N1/egn01w.2329E+03,bad,4f5309c0a6917bb02dc990489d61cd1e9b3ebe367f45d300fb4b0c9e8ac602b5,BAD,BAD,BAD_GRID_SCALE_SPIKE,False
nstx_141711/N1/egn01w.2349E+03,bad,850ab93da7eae32d77c55ab3c8aebda72850b101f653e79a55f883de549c03ee,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_141711/N1/egn01w.2375E+03,bad,1b3b2d39dad997a58282b0e02bb2ba6fdef5669df84c4c1d7f542080639cd41e,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_141711/N1/egn01w.2413E+03,bad,b66d72ac897d7199587fc1da974f306432f2d68e9878bf0ad46a5800fb539f8e,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_141711/N1/egn01w.2616E+03,bad,c7627f9b0cc644f7a6fc222eb1d971d92045602a01a73cf3785f9a36b39c66a1,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_141711/N1/egn01w.2778E+03,bad,285964772667ca44ac391f2ca847a90e1948e2c46fbc7dc5e15d0e645987383f,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_141711/N1/egn01w.2858E+03,bad,075150157371041d72e6df93aaf5333b6362eb7a50d7b9fc6701567df7c32203,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_141711/N1/egn01w.2872E+03,bad,72247cdb168ff08de46ccfef9f0a2c77f66d627603e6506449a07d63f664f59d,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_141711/N1/egn01w.2903E+03,bad,548c4dd4cbdf105a4d4cf27b598e468384507d5252a48a567169abbff5bc5bde,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_141711/N1/egn01w.7183E+02,bad,42796313614743f6c6f030c7bdfae2d206fc35471ed56457d1956d8db6509dbe,BAD,BAD,BAD_AXIS_SPIKE,False
nstx_141711/N10/egn10w.1146E+03,bad,1d469908ba819e542d139c1d154b8cffaac83c47107c399ece7059f83aa0b253,BAD,BAD,BAD_CONT_CROSS_WINDOW,False
nstx_141711/N10/egn10w.1341E+03,good,6af933fb6e7537d05224c6af4ac5e4614967f487f88435dac2ee17a9ef44ad18,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
nstx_141711/N10/egn10w.1470E+03,good,98f8492c5fee94a69d3bbca68aff4c009525207ee18f741f2a15279c5bb504ed,REVIEW,REVIEW,NO_GOOD_TEMPLATE,False
